,Word,Negative,Positive,Uncertainty,Litigious,Constraining,Superfluous,Interesting,Modal
1598,AIRBUS,0,0,0,0,0,0,0,0
1599,AIRBUSES,0,0,0,0,0,0,0,0
1600,AIRBUSSES,0,0,0,0,0,0,0,0
1601,AIRCRAFT,0,0,0,0,0,0,0,0
1602,AIRCRAFTS,0,0,0,0,0,0,0,0
1603,AIRDROP,0,0,0,0,0,0,0,0
1604,AIRDROPPED,0,0,0,0,0,0,0,0
1605,AIRDROPPING,0,0,0,0,0,0,0,0
1606,AIRDROPS,0,0,0,0,0,0,0,0
1607,AIRED,0,0,0,0,0,0,0,0
1608,AIRFARE,0,0,0,0,0,0,0,0
1609,AIRFARES,0,0,0,0,0,0,0,0
1610,AIRFIELD,0,0,0,0,0,0,0,0
1611,AIRFIELDS,0,0,0,0,0,0,0,0
1612,AIRFLOW,0,0,0,0,0,0,0,0
1613,AIRFLOWS,0,0,0,0,0,0,0,0
1614,AIRFOIL,0,0,0,0,0,0,0,0
1615,AIRFOILS,0,0,0,0,0,0,0,0
1616,AIRFRAME,0,0,0,0,0,0,0,0
1617,AIRFRAMES,0,0,0,0,0,0,0,0
1618,AIRFREIGHT,0,0,0,0,0,0,0,0
1619,AIRFREIGHTS,0,0,0,0,0,0,0,0
1620,AIRHEAD,0,0,0,0,0,0,0,0
1621,AIRHEADS,0,0,0,0,0,0,0,0
1622,AIRIER,0,0,0,0,0,0,0,0
1623,AIRIEST,0,0,0,0,0,0,0,0
1624,AIRILY,0,0,0,0,0,0,0,0
1625,AIRINESS,0,0,0,0,0,0,0,0
1626,AIRINESSES,0,0,0,0,0,0,0,0
1627,AIRING,0,0,0,0,0,0,0,0
1628,AIRINGS,0,0,0,0,0,0,0,0
1629,AIRLESS,0,0,0,0,0,0,0,0
1630,AIRLESSNESS,0,0,0,0,0,0,0,0
1631,AIRLESSNESSES,0,0,0,0,0,0,0,0
1632,AIRLIFT,0,0,0,0,0,0,0,0
1633,AIRLIFTED,0,0,0,0,0,0,0,0
1634,AIRLIFTING,0,0,0,0,0,0,0,0
1635,AIRLIFTS,0,0,0,0,0,0,0,0
1636,AIRLINE,0,0,0,0,0,0,0,0
1637,AIRLINER,0,0,0,0,0,0,0,0
1638,AIRLINERS,0,0,0,0,0,0,0,0
1639,AIRLINES,0,0,0,0,0,0,0,0
1640,AIRLOCK,0,0,0,0,0,0,0,0
1641,AIRLOCKS,0,0,0,0,0,0,0,0
1642,AIRMAIL,0,0,0,0,0,0,0,0
1643,AIRMAILED,0,0,0,0,0,0,0,0
1644,AIRMAILING,0,0,0,0,0,0,0,0
1645,AIRMAILS,0,0,0,0,0,0,0,0
1646,AIRMAN,0,0,0,0,0,0,0,0
1647,AIRMEN,0,0,0,0,0,0,0,0
1648,AIRPLANE,0,0,0,0,0,0,0,0
1649,AIRPLANES,0,0,0,0,0,0,0,0
1650,AIRPLAY,0,0,0,0,0,0,0,0
1651,AIRPLAYS,0,0,0,0,0,0,0,0
1652,AIRPORT,0,0,0,0,0,0,0,0
1653,AIRPORTS,0,0,0,0,0,0,0,0
1654,AIRS,0,0,0,0,0,0,0,0
1655,AIRSHIP,0,0,0,0,0,0,0,0
1656,AIRSHIPS,0,0,0,0,0,0,0,0
1657,AIRSICK,0,0,0,0,0,0,0,0
1658,AIRSICKNESS,0,0,0,0,0,0,0,0
1659,AIRSICKNESSES,0,0,0,0,0,0,0,0
1660,AIRSPACE,0,0,0,0,0,0,0,0
1661,AIRSPACES,0,0,0,0,0,0,0,0
1662,AIRSTRIKE,0,0,0,0,0,0,0,0
1663,AIRSTRIKES,0,0,0,0,0,0,0,0
1664,AIRSTRIP,0,0,0,0,0,0,0,0
1665,AIRSTRIPS,0,0,0,0,0,0,0,0
1666,AIRTIGHT,0,0,0,0,0,0,0,0
1667,AIRTIME,0,0,0,0,0,0,0,0
1668,AIRTIMES,0,0,0,0,0,0,0,0
1669,AIRWAVES,0,0,0,0,0,0,0,0
1670,AIRWAY,0,0,0,0,0,0,0,0
1671,AIRWAYS,0,0,0,0,0,0,0,0
1672,AIRWORTHIER,0,0,0,0,0,0,0,0
1673,AIRWORTHIEST,0,0,0,0,0,0,0,0
1674,AIRWORTHINESS,0,0,0,0,0,0,0,0
1675,AIRWORTHINESSES,0,0,0,0,0,0,0,0
1676,AIRWORTHY,0,0,0,0,0,0,0,0
1677,AIRY,0,0,0,0,0,0,0,0
1678,AISLE,0,0,0,0,0,0,0,0
1679,AISLES,0,0,0,0,0,0,0,0
1680,AITCH,0,0,0,0,0,0,0,0
1681,AITCHES,0,0,0,0,0,0,0,0
1682,AJAR,0,0,0,0,0,0,0,0
1683,AKIMBO,0,0,0,0,0,0,0,0
1684,AKIN,0,0,0,0,0,0,0,0
1685,ALABASTER,0,0,0,0,0,0,0,0
1686,ALABASTERS,0,0,0,0,0,0,0,0
1687,ALACK,0,0,0,0,0,0,0,0
1688,ALACRITIES,0,0,0,0,0,0,0,0
1689,ALACRITY,0,0,0,0,0,0,0,0
1690,ALARM,0,0,0,0,0,0,0,0
1691,ALARMED,0,0,0,0,0,0,0,0
1692,ALARMING,0,0,0,0,0,0,0,0
1693,ALARMINGLY,0,0,0,0,0,0,0,0
1694,ALARMIST,0,0,0,0,0,0,0,0
1695,ALARMISTS,0,0,0,0,0,0,0,0
1696,ALARMS,0,0,0,0,0,0,0,0
1697,ALAS,0,0,0,0,0,0,0,0
1698,ALB,0,0,0,0,0,0,0,0
1699,ALBACORE,0,0,0,0,0,0,0,0
1700,ALBACORES,0,0,0,0,0,0,0,0
1701,ALBATROSS,0,0,0,0,0,0,0,0
1702,ALBATROSSES,0,0,0,0,0,0,0,0
1703,ALBEIT,0,0,0,0,0,0,0,0
1704,ALBINISM,0,0,0,0,0,0,0,0
1705,ALBINISMS,0,0,0,0,0,0,0,0
1706,ALBINO,0,0,0,0,0,0,0,0
1707,ALBINOS,0,0,0,0,0,0,0,0
1708,ALBS,0,0,0,0,0,0,0,0
1709,ALBUM,0,0,0,0,0,0,0,0
1710,ALBUMEN,0,0,0,0,0,0,0,0
1711,ALBUMENS,0,0,0,0,0,0,0,0
1712,ALBUMIN,0,0,0,0,0,0,0,0
1713,ALBUMINOUS,0,0,0,0,0,0,0,0
1714,ALBUMINS,0,0,0,0,0,0,0,0
1715,ALBUMS,0,0,0,0,0,0,0,0
1716,ALCHEMIES,0,0,0,0,0,0,0,0
1717,ALCHEMIST,0,0,0,0,0,0,0,0
1718,ALCHEMISTS,0,0,0,0,0,0,0,0
1719,ALCHEMY,0,0,0,0,0,0,0,0
1720,ALCOHOL,0,0,0,0,0,0,0,0
1721,ALCOHOLIC,0,0,0,0,0,0,0,0
1722,ALCOHOLICALLY,0,0,0,0,0,0,0,0
1723,ALCOHOLICS,0,0,0,0,0,0,0,0
1724,ALCOHOLISM,0,0,0,0,0,0,0,0
1725,ALCOHOLISMS,0,0,0,0,0,0,0,0
1726,ALCOHOLS,0,0,0,0,0,0,0,0
1727,ALCOVE,0,0,0,0,0,0,0,0
1728,ALCOVES,0,0,0,0,0,0,0,0
1729,ALDER,0,0,0,0,0,0,0,0
1730,ALDERMAN,0,0,0,0,0,0,0,0
1731,ALDERMEN,0,0,0,0,0,0,0,0
1732,ALDERS,0,0,0,0,0,0,0,0
1733,ALDERWOMAN,0,0,0,0,0,0,0,0
1734,ALDERWOMEN,0,0,0,0,0,0,0,0
1735,ALE,0,0,0,0,0,0,0,0
1736,ALEATORY,0,0,0,0,0,0,0,0
1737,ALEHOUSE,0,0,0,0,0,0,0,0
1738,ALEHOUSES,0,0,0,0,0,0,0,0
1739,ALEMBIC,0,0,0,0,0,0,0,0
1740,ALEMBICS,0,0,0,0,0,0,0,0
1741,ALERT,0,0,0,0,0,0,0,0
1742,ALERTED,1,0,0,0,0,0,0,0
1743,ALERTING,1,0,0,0,0,0,0,0
1744,ALERTLY,0,0,0,0,0,0,0,0
1745,ALERTNESS,0,0,0,0,0,0,0,0
1746,ALERTNESSES,0,0,0,0,0,0,0,0
1747,ALERTS,0,0,0,0,0,0,0,0
1748,ALES,0,0,0,0,0,0,0,0
1749,ALEWIFE,0,0,0,0,0,0,0,0
1750,ALEWIVES,0,0,0,0,0,0,0,0
1751,ALFALFA,0,0,0,0,0,0,0,0
1752,ALFALFAS,0,0,0,0,0,0,0,0
1753,ALFRESCO,0,0,0,0,0,0,0,0
1754,ALGA,0,0,0,0,0,0,0,0
1755,ALGAE,0,0,0,0,0,0,0,0
1756,ALGAL,0,0,0,0,0,0,0,0
1757,ALGEBRA,0,0,0,0,0,0,0,0
1758,ALGEBRAIC,0,0,0,0,0,0,0,0
1759,ALGEBRAICALLY,0,0,0,0,0,0,0,0
1760,ALGEBRAS,0,0,0,0,0,0,0,0
1761,ALGORITHM,0,0,0,0,0,0,0,0
1762,ALGORITHMIC,0,0,0,0,0,0,0,0
1763,ALGORITHMICALLY,0,0,0,0,0,0,0,0
1764,ALGORITHMS,0,0,0,0,0,0,0,0
1765,ALIAS,0,0,0,0,0,0,0,0
1766,ALIASED,0,0,0,0,0,0,0,0
1767,ALIASES,0,0,0,0,0,0,0,0
1768,ALIASING,0,0,0,0,0,0,0,0
1769,ALIBI,0,0,0,0,0,0,0,0
1770,ALIBIED,0,0,0,0,0,0,0,0
1771,ALIBIING,0,0,0,0,0,0,0,0
1772,ALIBIS,0,0,0,0,0,0,0,0
1773,ALIEN,0,0,0,0,0,0,0,0
1774,ALIENABLE,0,0,0,0,0,0,0,0
1775,ALIENATE,1,0,0,0,0,0,0,0
1776,ALIENATED,1,0,0,0,0,0,0,0
1777,ALIENATES,1,0,0,0,0,0,0,0
1778,ALIENATING,1,0,0,0,0,0,0,0
1779,ALIENATION,1,0,0,0,0,0,0,0
1780,ALIENATIONS,1,0,0,0,0,0,0,0
1781,ALIENED,0,0,0,0,0,0,0,0
1782,ALIENIST,0,0,0,0,0,0,0,0
1783,ALIENISTS,0,0,0,0,0,0,0,0
1784,ALIENS,0,0,0,0,0,0,0,0
1785,ALIGHT,0,0,0,0,0,0,0,0
1786,ALIGHTED,0,0,0,0,0,0,0,0
1787,ALIGHTING,0,0,0,0,0,0,0,0
1788,ALIGHTS,0,0,0,0,0,0,0,0
1789,ALIGN,0,0,0,0,0,0,0,0
1790,ALIGNED,0,0,0,0,0,0,0,0
1791,ALIGNER,0,0,0,0,0,0,0,0
1792,ALIGNERS,0,0,0,0,0,0,0,0
1793,ALIGNING,0,0,0,0,0,0,0,0
1794,ALIGNMENT,0,0,0,0,0,0,0,0
1795,ALIGNMENTS,0,0,0,0,0,0,0,0
1796,ALIGNS,0,0,0,0,0,0,0,0
1797,ALIKE,0,0,0,0,0,0,0,0
1798,ALIMENT,0,0,0,0,0,0,0,0
1799,ALIMENTARY,0,0,0,0,0,0,0,0
1800,ALIMENTED,0,0,0,0,0,0,0,0
1801,ALIMENTING,0,0,0,0,0,0,0,0
1802,ALIMENTS,0,0,0,0,0,0,0,0
1803,ALIMONIES,0,0,0,0,0,0,0,0
1804,ALIMONY,0,0,0,0,0,0,0,0
1805,ALINE,0,0,0,0,0,0,0,0
1806,ALINED,0,0,0,0,0,0,0,0
1807,ALINEMENT,0,0,0,0,0,0,0,0
1808,ALINEMENTS,0,0,0,0,0,0,0,0
1809,ALINES,0,0,0,0,0,0,0,0
1810,ALINING,0,0,0,0,0,0,0,0
1811,ALIT,0,0,0,0,0,0,0,0
1812,ALIVE,0,0,0,0,0,0,0,0
1813,ALIVENESS,0,0,0,0,0,0,0,0
1814,ALIVENESSES,0,0,0,0,0,0,0,0
1815,ALIYAH,0,0,0,0,0,0,0,0
1816,ALIYAHS,0,0,0,0,0,0,0,0
1817,ALKALI,0,0,0,0,0,0,0,0
1818,ALKALIES,0,0,0,0,0,0,0,0
1819,ALKALINE,0,0,0,0,0,0,0,0
1820,ALKALINITIES,0,0,0,0,0,0,0,0
1821,ALKALINITY,0,0,0,0,0,0,0,0
1822,ALKALIS,0,0,0,0,0,0,0,0
1823,ALKALIZE,0,0,0,0,0,0,0,0
1824,ALKALIZED,0,0,0,0,0,0,0,0
1825,ALKALIZES,0,0,0,0,0,0,0,0
1826,ALKALIZING,0,0,0,0,0,0,0,0
1827,ALKALOID,0,0,0,0,0,0,0,0
1828,ALKALOIDS,0,0,0,0,0,0,0,0
1829,ALKYD,0,0,0,0,0,0,0,0
1830,ALKYDS,0,0,0,0,0,0,0,0
1831,ALL,0,0,0,0,0,0,0,0
1832,ALLAY,0,0,0,0,0,0,0,0
1833,ALLAYED,0,0,0,0,0,0,0,0
1834,ALLAYING,0,0,0,0,0,0,0,0
1835,ALLAYS,0,0,0,0,0,0,0,0
1836,ALLEGATION,1,0,0,1,0,0,0,0
1837,ALLEGATIONS,1,0,0,1,0,0,0,0
1838,ALLEGE,1,0,0,1,0,0,0,0
1839,ALLEGED,1,0,0,1,0,0,0,0
1840,ALLEGEDLY,1,0,0,1,0,0,0,0
1841,ALLEGES,1,0,0,1,0,0,0,0
1842,ALLEGIANCE,0,0,0,0,0,0,0,0
1843,ALLEGIANCES,0,0,0,0,0,0,0,0
1844,ALLEGING,1,0,0,1,0,0,0,0
1845,ALLEGORIC,0,0,0,0,0,0,0,0
1846,ALLEGORICAL,0,0,0,0,0,0,0,0
1847,ALLEGORICALLY,0,0,0,0,0,0,0,0
1848,ALLEGORIES,0,0,0,0,0,0,0,0
1849,ALLEGORIST,0,0,0,0,0,0,0,0
1850,ALLEGORISTS,0,0,0,0,0,0,0,0
1851,ALLEGORY,0,0,0,0,0,0,0,0
1852,ALLEGRETTO,0,0,0,0,0,0,0,0
1853,ALLEGRETTOS,0,0,0,0,0,0,0,0
1854,ALLEGRO,0,0,0,0,0,0,0,0
1855,ALLEGROS,0,0,0,0,0,0,0,0
1856,ALLELE,0,0,0,0,0,0,0,0
1857,ALLELES,0,0,0,0,0,0,0,0
1858,ALLELUIA,0,0,0,0,0,0,0,0
1859,ALLELUIAS,0,0,0,0,0,0,0,0
1860,ALLERGEN,0,0,0,0,0,0,0,0
1861,ALLERGENIC,0,0,0,0,0,0,0,0
1862,ALLERGENS,0,0,0,0,0,0,0,0
1863,ALLERGIC,0,0,0,0,0,0,0,0
1864,ALLERGICALLY,0,0,0,0,0,0,0,0
1865,ALLERGIES,0,0,0,0,0,0,0,0
1866,ALLERGIST,0,0,0,0,0,0,0,0
1867,ALLERGISTS,0,0,0,0,0,0,0,0
1868,ALLERGY,0,0,0,0,0,0,0,0
1869,ALLEVIATE,0,0,0,0,0,0,0,0
1870,ALLEVIATED,0,0,0,0,0,0,0,0
1871,ALLEVIATES,0,0,0,0,0,0,0,0
1872,ALLEVIATING,0,0,0,0,0,0,0,0
1873,ALLEVIATION,0,0,0,0,0,0,0,0
1874,ALLEVIATIONS,0,0,0,0,0,0,0,0
1875,ALLEY,0,0,0,0,0,0,0,0
1876,ALLEYS,0,0,0,0,0,0,0,0
1877,ALLEYWAY,0,0,0,0,0,0,0,0
1878,ALLEYWAYS,0,0,0,0,0,0,0,0
1879,ALLIANCE,0,1,0,0,0,0,0,0
1880,ALLIANCES,0,1,0,0,0,0,0,0
1881,ALLIED,0,0,0,0,0,0,0,0
1882,ALLIES,0,0,0,0,0,0,0,0
1883,ALLIGATOR,0,0,0,0,0,0,0,0
1884,ALLIGATORS,0,0,0,0,0,0,0,0
1885,ALLITERATE,0,0,0,0,0,0,0,0
1886,ALLITERATED,0,0,0,0,0,0,0,0
1887,ALLITERATES,0,0,0,0,0,0,0,0
1888,ALLITERATING,0,0,0,0,0,0,0,0
1889,ALLITERATION,0,0,0,0,0,0,0,0
1890,ALLITERATIONS,0,0,0,0,0,0,0,0
1891,ALLITERATIVE,0,0,0,0,0,0,0,0
1892,ALLITERATIVELY,0,0,0,0,0,0,0,0
1893,ALLOCABLE,0,0,0,0,0,0,0,0
1894,ALLOCATE,0,0,0,0,0,0,0,0
1895,ALLOCATED,0,0,0,0,0,0,0,0
1896,ALLOCATES,0,0,0,0,0,0,0,0
1897,ALLOCATING,0,0,0,0,0,0,0,0
1898,ALLOCATION,0,0,0,0,0,0,0,0
1899,ALLOCATIONS,0,0,0,0,0,0,0,0
1900,ALLOCATORS,0,0,0,0,0,0,0,0
1901,ALLOGENEIC,0,0,0,0,0,0,0,0
1902,ALLOGRAFT,0,0,0,0,0,0,0,0
1903,ALLOGRAFTS,0,0,0,0,0,0,0,0
1904,ALLOT,0,0,0,0,0,0,0,0
1905,ALLOTMENT,0,0,0,0,0,0,0,0
1906,ALLOTMENTS,0,0,0,0,0,0,0,0
1907,ALLOTS,0,0,0,0,0,0,0,0
1908,ALLOTTED,0,0,0,0,0,0,0,0
1909,ALLOTTING,0,0,0,0,0,0,0,0
1910,ALLOVER,0,0,0,0,0,0,0,0
1911,ALLOW,0,0,0,0,0,0,0,0
1912,ALLOWABILITY,0,0,0,0,0,0,0,0
1913,ALLOWABLE,0,0,0,0,0,0,0,0
1914,ALLOWABLES,0,0,0,0,0,0,0,0
1915,ALLOWABLY,0,0,0,0,0,0,0,0
1916,ALLOWANCE,0,0,0,0,0,0,0,0
1917,ALLOWANCES,0,0,0,0,0,0,0,0
1918,ALLOWED,0,0,0,0,0,0,0,0
1919,ALLOWING,0,0,0,0,0,0,0,0
1920,ALLOWS,0,0,0,0,0,0,0,0
1921,ALLOY,0,0,0,0,0,0,0,0
1922,ALLOYED,0,0,0,0,0,0,0,0
1923,ALLOYING,0,0,0,0,0,0,0,0
1924,ALLOYS,0,0,0,0,0,0,0,0
1925,ALLS,0,0,0,0,0,0,0,0
1926,ALLSPICE,0,0,0,0,0,0,0,0
1927,ALLSPICES,0,0,0,0,0,0,0,0
1928,ALLUDE,0,0,0,0,0,0,0,0
1929,ALLUDED,0,0,0,0,0,0,0,0
1930,ALLUDES,0,0,0,0,0,0,0,0
1931,ALLUDING,0,0,0,0,0,0,0,0
1932,ALLURE,0,0,0,0,0,0,0,0
1933,ALLURED,0,0,0,0,0,0,0,0
1934,ALLUREMENT,0,0,0,0,0,0,0,0
1935,ALLUREMENTS,0,0,0,0,0,0,0,0
1936,ALLURES,0,0,0,0,0,0,0,0
1937,ALLURING,0,0,0,0,0,0,0,0
1938,ALLURINGLY,0,0,0,0,0,0,0,0
1939,ALLUSION,0,0,0,0,0,0,0,0
1940,ALLUSIONS,0,0,0,0,0,0,0,0
1941,ALLUSIVE,0,0,0,0,0,0,0,0
1942,ALLUSIVELY,0,0,0,0,0,0,0,0
1943,ALLUSIVENESS,0,0,0,0,0,0,0,0
1944,ALLUSIVENESSES,0,0,0,0,0,0,0,0
1945,ALLUVIA,0,0,0,0,0,0,0,0
1946,ALLUVIAL,0,0,0,0,0,0,0,0
1947,ALLUVIALS,0,0,0,0,0,0,0,0
1948,ALLUVIUM,0,0,0,0,0,0,0,0
1949,ALLUVIUMS,0,0,0,0,0,0,0,0
1950,ALLY,0,0,0,0,0,0,0,0
1951,ALLYING,0,0,0,0,0,0,0,0
1952,ALMANAC,0,0,0,0,0,0,0,0
1953,ALMANACS,0,0,0,0,0,0,0,0
1954,ALMIGHTY,0,0,0,0,0,0,0,0
1955,ALMOND,0,0,0,0,0,0,0,0
1956,ALMONDS,0,0,0,0,0,0,0,0
1957,ALMONER,0,0,0,0,0,0,0,0
1958,ALMONERS,0,0,0,0,0,0,0,0
1959,ALMOST,0,0,1,0,0,0,0,1
1960,ALMS,0,0,0,0,0,0,0,0
1961,ALMSHOUSE,0,0,0,0,0,0,0,0
1962,ALMSHOUSES,0,0,0,0,0,0,0,0
1963,ALOE,0,0,0,0,0,0,0,0
1964,ALOES,0,0,0,0,0,0,0,0
1965,ALOFT,0,0,0,0,0,0,0,0
1966,ALOHA,0,0,0,0,0,0,0,0
1967,ALOHAS,0,0,0,0,0,0,0,0
1968,ALONE,0,0,0,0,0,0,0,0
1969,ALONG,0,0,0,0,0,0,0,0
1970,ALONGSHORE,0,0,0,0,0,0,0,0
1971,ALONGSIDE,0,0,0,0,0,0,0,0
1972,ALOOF,0,0,0,0,0,0,0,0
1973,ALOOFLY,0,0,0,0,0,0,0,0
1974,ALOOFNESS,0,0,0,0,0,0,0,0
1975,ALOOFNESSES,0,0,0,0,0,0,0,0
1976,ALOUD,0,0,0,0,0,0,0,0
1977,ALP,0,0,0,0,0,0,0,0
1978,ALPACA,0,0,0,0,0,0,0,0
1979,ALPACAS,0,0,0,0,0,0,0,0
1980,ALPHA,0,0,0,0,0,0,0,0
1981,ALPHABET,0,0,0,0,0,0,0,0
1982,ALPHABETIC,0,0,0,0,0,0,0,0
1983,ALPHABETICAL,0,0,0,0,0,0,0,0
1984,ALPHABETICALLY,0,0,0,0,0,0,0,0
1985,ALPHABETIZATION,0,0,0,0,0,0,0,0
1986,ALPHABETIZATIONS,0,0,0,0,0,0,0,0
1987,ALPHABETIZE,0,0,0,0,0,0,0,0
1988,ALPHABETIZED,0,0,0,0,0,0,0,0
1989,ALPHABETIZER,0,0,0,0,0,0,0,0
1990,ALPHABETIZERS,0,0,0,0,0,0,0,0
1991,ALPHABETIZES,0,0,0,0,0,0,0,0
1992,ALPHABETIZING,0,0,0,0,0,0,0,0
1993,ALPHABETS,0,0,0,0,0,0,0,0
1994,ALPHANUMERIC,0,0,0,0,0,0,0,0
1995,ALPHANUMERICAL,0,0,0,0,0,0,0,0
1996,ALPHANUMERICALLY,0,0,0,0,0,0,0,0
1997,ALPHAS,0,0,0,0,0,0,0,0
1998,ALPINE,0,0,0,0,0,0,0,0
1999,ALPS,0,0,0,0,0,0,0,0
2000,ALREADY,0,0,0,0,0,0,0,0
2001,ALRIGHT,0,0,0,0,0,0,0,0
2002,ALSO,0,0,0,0,0,0,0,0
2003,ALTAR,0,0,0,0,0,0,0,0
2004,ALTARPIECE,0,0,0,0,0,0,0,0
2005,ALTARPIECES,0,0,0,0,0,0,0,0
2006,ALTARS,0,0,0,0,0,0,0,0
2007,ALTER,0,0,0,0,0,0,0,0
2008,ALTERABLE,0,0,0,0,0,0,0,0
2009,ALTERATION,0,0,1,0,0,0,0,0
2010,ALTERATIONS,0,0,1,0,0,0,0,0
2011,ALTERCATION,0,0,0,0,0,0,0,0
2012,ALTERCATIONS,0,0,0,0,0,0,0,0
2013,ALTERED,0,0,0,0,0,0,0,0
2014,ALTERING,0,0,0,0,0,0,0,0
2015,ALTERNATE,0,0,0,0,0,0,0,0
2016,ALTERNATED,0,0,0,0,0,0,0,0
2017,ALTERNATELY,0,0,0,0,0,0,0,0
2018,ALTERNATES,0,0,0,0,0,0,0,0
2019,ALTERNATING,0,0,0,0,0,0,0,0
2020,ALTERNATION,0,0,0,0,0,0,0,0
2021,ALTERNATIONS,0,0,0,0,0,0,0,0
2022,ALTERNATIVE,0,0,0,0,0,0,0,0
2023,ALTERNATIVELY,0,0,0,0,0,0,0,0
2024,ALTERNATIVES,0,0,0,0,0,0,0,0
2025,ALTERNATOR,0,0,0,0,0,0,0,0
2026,ALTERNATORS,0,0,0,0,0,0,0,0
2027,ALTERS,0,0,0,0,0,0,0,0
2028,ALTHO,0,0,0,0,0,0,0,0
2029,ALTHOUGH,0,0,0,0,0,0,0,0
2030,ALTIMETER,0,0,0,0,0,0,0,0
2031,ALTIMETERS,0,0,0,0,0,0,0,0
2032,ALTITUDE,0,0,0,0,0,0,0,0
2033,ALTITUDES,0,0,0,0,0,0,0,0
2034,ALTO,0,0,0,0,0,0,0,0
2035,ALTOGETHER,0,0,0,0,0,0,0,0
2036,ALTOS,0,0,0,0,0,0,0,0
2037,ALTRUISM,0,0,0,0,0,0,0,0
2038,ALTRUISMS,0,0,0,0,0,0,0,0
2039,ALTRUIST,0,0,0,0,0,0,0,0
2040,ALTRUISTIC,0,0,0,0,0,0,0,0
2041,ALTRUISTICALLY,0,0,0,0,0,0,0,0
2042,ALTRUISTS,0,0,0,0,0,0,0,0
2043,ALUM,0,0,0,0,0,0,0,0
2044,ALUMINA,0,0,0,0,0,0,0,0
2045,ALUMINAS,0,0,0,0,0,0,0,0
2046,ALUMINIUM,0,0,0,0,0,0,0,0
2047,ALUMINIUMS,0,0,0,0,0,0,0,0
2048,ALUMINIZED,0,0,0,0,0,0,0,0
2049,ALUMINUM,0,0,0,0,0,0,0,0
2050,ALUMINUMS,0,0,0,0,0,0,0,0
2051,ALUMNA,0,0,0,0,0,0,0,0
2052,ALUMNAE,0,0,0,0,0,0,0,0
2053,ALUMNI,0,0,0,0,0,0,0,0
2054,ALUMNUS,0,0,0,0,0,0,0,0
2055,ALUMS,0,0,0,0,0,0,0,0
2056,ALWAYS,0,0,0,0,0,0,0,1
2057,AM,0,0,0,0,0,0,0,0
2058,AMALGAM,0,0,0,0,0,0,0,0
2059,AMALGAMATE,0,0,0,0,0,0,0,0
2060,AMALGAMATED,0,0,0,0,0,0,0,0
2061,AMALGAMATES,0,0,0,0,0,0,0,0
2062,AMALGAMATING,0,0,0,0,0,0,0,0
2063,AMALGAMATION,0,0,0,0,0,0,0,0
2064,AMALGAMATIONS,0,0,0,0,0,0,0,0
2065,AMALGAMS,0,0,0,0,0,0,0,0
2066,AMANUENSES,0,0,0,0,0,0,0,0
2067,AMANUENSIS,0,0,0,0,0,0,0,0
2068,AMARANTH,0,0,0,0,0,0,0,0
2069,AMARANTHS,0,0,0,0,0,0,0,0
2070,AMARETTO,0,0,0,0,0,0,0,0
2071,AMARETTOS,0,0,0,0,0,0,0,0
2072,AMARYLLIS,0,0,0,0,0,0,0,0
2073,AMARYLLISES,0,0,0,0,0,0,0,0
2074,AMASS,0,0,0,0,0,0,0,0
2075,AMASSED,0,0,0,0,0,0,0,0
2076,AMASSES,0,0,0,0,0,0,0,0
2077,AMASSING,0,0,0,0,0,0,0,0
2078,AMATEUR,0,0,0,0,0,0,0,0
2079,AMATEURISH,0,0,0,0,0,0,0,0
2080,AMATEURISHLY,0,0,0,0,0,0,0,0
2081,AMATEURISHNESS,0,0,0,0,0,0,0,0
2082,AMATEURISHNESSES,0,0,0,0,0,0,0,0
2083,AMATEURISM,0,0,0,0,0,0,0,0
2084,AMATEURISMS,0,0,0,0,0,0,0,0
2085,AMATEURS,0,0,0,0,0,0,0,0
2086,AMATORY,0,0,0,0,0,0,0,0
2087,AMAZE,0,0,0,0,0,0,0,0
2088,AMAZED,0,0,0,0,0,0,0,0
2089,AMAZEMENT,0,0,0,0,0,0,0,0
2090,AMAZEMENTS,0,0,0,0,0,0,0,0
2091,AMAZES,0,0,0,0,0,0,0,0
2092,AMAZING,0,0,0,0,0,0,0,0
2093,AMAZINGLY,0,0,0,0,0,0,0,0
2094,AMAZON,0,0,0,0,0,0,0,0
2095,AMAZONIAN,0,0,0,0,0,0,0,0
2096,AMAZONS,0,0,0,0,0,0,0,0
2097,AMBASSADOR,0,0,0,0,0,0,0,0
2098,AMBASSADORIAL,0,0,0,0,0,0,0,0
2099,AMBASSADORS,0,0,0,0,0,0,0,0
2100,AMBASSADORSHIP,0,0,0,0,0,0,0,0
2101,AMBASSADORSHIPS,0,0,0,0,0,0,0,0
2102,AMBASSADRESS,0,0,0,0,0,0,0,0
2103,AMBASSADRESSES,0,0,0,0,0,0,0,0
2104,AMBER,0,0,0,0,0,0,0,0
2105,AMBERGRIS,0,0,0,0,0,0,0,0
2106,AMBERGRISES,0,0,0,0,0,0,0,0
2107,AMBERS,0,0,0,0,0,0,0,0
2108,AMBIANCE,0,0,0,0,0,0,0,0
2109,AMBIANCES,0,0,0,0,0,0,0,0
2110,AMBIDEXTERITIES,0,0,0,0,0,0,0,0
2111,AMBIDEXTERITY,0,0,0,0,0,0,0,0
2112,AMBIDEXTROUS,0,0,0,0,0,0,0,0
2113,AMBIDEXTROUSLY,0,0,0,0,0,0,0,0
2114,AMBIENCE,0,0,0,0,0,0,0,0
